Food_name,Calories,Protein,Carbohydrates,Fats,Meal_type,is_vegan,is_vegetarian,Food_type
Keto Egg Foo Young,742.01,52.16,31.35,45.33,Breakfast,FALSE,TRUE,Local
"Chicken Adobo | Keto, Paleo",649.98,47.1,6.81,48.26,Breakfast,FALSE,FALSE,Local
Keto Chicken Pad Thai,650.03,33.07,35.14,41.91,Lunch,FALSE,FALSE,Local
Keto Shrimp Stir-Fry,741.35,99.02,38.73,21.15,Dinner,FALSE,FALSE,Local
Keto Chicken Korma Recipe,650.06,27.76,11.68,54.7,Dinner,FALSE,FALSE,Local
Keto Chicken Lo Mein,649.98,42.89,71.41,21.42,Breakfast,FALSE,FALSE,Local
Keto Beef Egg Roll Slaw,649.98,31.18,19.76,49.58,Breakfast,FALSE,FALSE,Local
Keto Chicken Thigh Roll-Ups,649.99,34.23,2.83,55.75,Breakfast,FALSE,FALSE,Local
4-Ingredient Keto Chicken Curry Recipe,650,33.27,10.7,52.68,Breakfast,FALSE,FALSE,Local
Keto Sticky Balsamic Pork Belly,650.02,11.51,4.16,65.26,Lunch,FALSE,FALSE,Local
Kale-Coconut Dry Curry {keto},346.11,9.04,31.16,20.59,Snack,FALSE,TRUE,Local
Keto Chicken Cauliflower Fried Rice,649.97,38.19,20.33,46.21,Snack,FALSE,FALSE,Local
Keto Shrimp Cauliflower Fried Rice,649.96,36.32,25.73,44.64,Snack,FALSE,FALSE,Local
Easy Keto Curry Chicken Recipe,650,69.11,15.72,34.52,Breakfast,FALSE,FALSE,Local
Keto Egg Fried Rice recipes,650.01,26.28,28.56,47.85,Breakfast,FALSE,TRUE,Local
Keto Thai Red Curry Paste,786.28,8.29,44.37,63.96,Dinner,FALSE,TRUE,Local
Keto Chicken Curry With Coconut Milk,649.99,41.67,8.89,49.75,Breakfast,FALSE,FALSE,Local
Keto Sesame Zoodles with Roasted Pork,649.99,26,8.45,56.91,Breakfast,FALSE,FALSE,Local
Keto Chicken Pad Thai recipes,650.02,29.68,69.96,27.94,Lunch,FALSE,FALSE,Local
Instant Pot? Keto Chicken Curry,650,35.9,12.3,50.8,Breakfast,FALSE,FALSE,Local
Keto Low Carb Curry recipes,650.01,27.56,36.64,43.69,Lunch,FALSE,TRUE,Local
Keto Chicken and Vegetables Stir Fry,697.6,68.24,19.76,38.4,Dinner,FALSE,FALSE,Local
Keto Crispy Sesame Beef recipes,650.02,34.57,16.38,49.58,Lunch,FALSE,FALSE,Local
Keto Beef and Broccoli Stir Fry,626.45,49.94,15.93,40.33,Snack,FALSE,FALSE,Local
Vegan Keto-Friendly Thai Yellow Curry,650.05,14.83,67.65,35.57,Dinner,FALSE,TRUE,Local
Keto Beef and Broccoli Lo Mein,649.97,39.06,82.01,18.41,Snack,FALSE,FALSE,Local
Keto Mushroom and Bok Choy Stir-Fry,699.34,19.48,29.85,55.78,Dinner,FALSE,TRUE,Local
Easy Keto Korean Beef with Cauli Rice,650.01,40.6,14.69,47.65,Lunch,FALSE,FALSE,Local
Asian Inspired Keto Pork Chops recipes,650.05,77.73,8.62,33.85,Dinner,FALSE,FALSE,Local
5 Minute Keto Egg Drop Soup recipes,389.43,22.16,14.92,26.79,Breakfast,FALSE,TRUE,Local
Keto FatHead Rolls (Almond Flour Free),650.03,36.02,23.37,45.83,Lunch,FALSE,TRUE,Local
Keto Pork and Veggie Cauliflower Fried Rice,649.97,63.24,20.21,35.13,Breakfast,FALSE,FALSE,Local
Keto Asian Chicken Meatballs (Nut Free),650.06,74.57,8.16,35.46,Snack,FALSE,FALSE,Local
Easy Peanut Chicken Keto Stir Fry,649.98,37.02,13.29,49.86,Breakfast,FALSE,FALSE,Local
Okra In Spiced Yogurt {Keto Low Carb},649.98,35.11,36.8,40.26,Breakfast,FALSE,TRUE,Local
Keto satay chicken bowl with zoodle salad,650.02,25.32,21.85,51.26,Snack,FALSE,FALSE,Local
Crispy Keto Fried Chicken in the Air Fryer,650.02,41.74,31.26,39.78,Lunch,FALSE,FALSE,Local
Keto Malaysian Curry Puffs / Karipap recipes,649.94,44.49,14.54,45.98,Snack,FALSE,TRUE,Local
Keto Coconut Curry Chicken Tenders recipes,650,34.85,8.13,53.12,Breakfast,FALSE,FALSE,Local
Keto Thai Chicken Flatbread Pizza recipes,649.99,35.73,13.57,50.31,Breakfast,FALSE,FALSE,Local
Keto Eggplant Burgers Recipe (Chinese Qiezi He),649.99,41.72,30.08,40.31,Breakfast,FALSE,TRUE,Local
Sara Louise's Keto Chicken Fried ?Rice?,650.04,59.35,20.27,36.84,Dinner,FALSE,FALSE,Local
Easy Keto Thai Skillet Chicken recipes,649.98,32.57,19.36,49.14,Breakfast,FALSE,FALSE,Local
"Chinese Chicken and Broccoli | Keto, Low Calorie",650.06,94.7,25.65,18.74,Dinner,FALSE,FALSE,Local
"Chinese Bamboo Salad Recipe [Paleo, AIP, Keto]",400.02,8.92,16.7,33.06,Snack,FALSE,TRUE,Local
Pressure Cooker Keto Creamy Shrimp Scampi recipes,650.02,52.69,60.63,21.86,Lunch,FALSE,FALSE,Local
"Paleo Chicken Noodle Soup Recipe [AIP, Keto]",846.84,57.43,33.95,53.48,Dinner,FALSE,FALSE,Local
Low-Carb Keto Chicken ?Noodle? Soup recipes,650,44.16,73.61,19.88,Breakfast,FALSE,FALSE,Local
"Sesame Ginger Fish Cakes (Paleo, Whole30 + Keto)",649.99,64.42,32.85,28.99,Breakfast,FALSE,FALSE,Local
Easy Keto Shrimp Scampi - Low Carb & G,649.98,67.93,20.9,32.74,Breakfast,FALSE,FALSE,Local
"Keto Shrimp Fried Rice [Grain-free, Paleo]",649.95,41.57,16.72,46.31,Snack,FALSE,FALSE,Local
Quick and Easy Keto Sweet and Sour Sesame Chicken,650.01,38.7,7.05,51.89,Lunch,FALSE,FALSE,Local
Slow Cooker Keto Chicken Tikka Masala recipes,650.04,31.31,9.07,54.28,Dinner,FALSE,FALSE,Local
Keto Lo Mein - Low Carb & Gluten Free,650,41.69,51.24,30.92,Breakfast,FALSE,TRUE,Local
"Moo Goo Gai Pan | Keto, Gluten Free",650.05,72.18,44.59,20.33,Dinner,FALSE,TRUE,Local
KETO LOW CARB GREEN THAI CHICKEN CURRY,649.97,25.43,29.58,47.77,Snack,FALSE,FALSE,Local
Sara Louise's Keto Thai Coconut Curry Soup,650,6.21,29.75,56.24,Breakfast,FALSE,TRUE,Local
Keto Mongolian Beef | Instant Pot or Slow Cooker,650.01,70.65,10.2,36.29,Lunch,FALSE,FALSE,Local
Herb-loaded keto pork meatballs with zucchini noodles,650.04,29.26,98.96,15.24,Snack,FALSE,FALSE,Local
Ketogenic Til Laddoo or Sesame Sweet | Indian Keto Dessert,650.06,12.31,18.13,58.7,Dinner,FALSE,TRUE,Local
Thai Chicken Wings - Peak Gai Yang - Keto - LCHF,324.21,11.64,26.01,19.29,Snack,FALSE,FALSE,Local
Easy Keto Shrimp Scampi - Low Carb & Gluten Free,649.98,67.93,20.9,32.74,Breakfast,FALSE,FALSE,Local
Priya's Keto Avocado Garlic Chutney - Step by Step Recipe,452.75,7.46,32.94,32.35,Snack,FALSE,TRUE,Local
Instant Pot? Keto Thai Chicken Soup (Tom Kha Gai),650,40.44,13.25,48.36,Breakfast,FALSE,FALSE,Local
Coconut Curry Chicken: A Keto Low Carb Curry Recipe,650.02,37.51,16.5,48.22,Lunch,FALSE,FALSE,Local
"Keto Cauliflower Fried Rice Recipe, Low Calorie, Low Carb",716.34,32.67,58.26,39.18,Dinner,FALSE,TRUE,Local
Interested in the keto diet? Try this noodle bowl | CBC News,699.31,37.81,86.64,22.39,Dinner,FALSE,TRUE,Local
"Broccoli & Chicken Stir Fry Recipe ? Low Carb, Keto & Paleo recipes",649.95,45.12,21.09,42.79,Snack,FALSE,FALSE,Local
Pork Curry over Cauliflower Rice | Low Carb | Keto | Gluten Free,649.93,69.72,25.6,29.85,Snack,FALSE,FALSE,Local
Keto Chicken Pad Thai - Low Carb Stir Fried Noodles Recipe,649.98,28.79,72.91,27.02,Breakfast,FALSE,FALSE,Local
"Vietnamese Pho-Inspired Tomato Beef Soup (Paleo, Whole30, Keto) recipes",649.98,53.79,20.91,39.02,Breakfast,FALSE,FALSE,Local
Sara Louise's Keto Salmon Burgers With Homemade Thai Sweet Chilli Sauce,650,51.61,9.37,45.12,Snack,FALSE,FALSE,Local
"Thai Coconut Red Curry Chicken Thighs with Bok Choy - Paleo, Gluten-Free, Keto, Low Carb recipes",650.01,33.45,7.08,54.21,Lunch,FALSE,FALSE,Local
Grilled Tofu with a Mediterranean Chopped Salad,472.61,33.62,16.2,30.37,Snack,FALSE,TRUE,Local
Mediterranean Rice Noodles,650.02,10.59,123.16,12.78,Lunch,FALSE,TRUE,Local
Mediterranean Tofu Salad,650.03,48.75,19.37,41.95,Snack,FALSE,TRUE,Local
Mediterranean Cornish Hens,650.01,38.32,57.92,29.45,Lunch,FALSE,TRUE,Local
Mediterranean Tuna-Noodle Casserole,650.04,43.47,59.55,26.44,Dinner,FALSE,TRUE,Local
Mediterranean Pressed Picnic Sandwich,649.99,51.58,25.89,37.79,Breakfast,FALSE,TRUE,Local
Mediterranean Tuna-Noodle Casserole recipes,650.04,43.22,61.42,25.72,Dinner,FALSE,TRUE,Local
Mediterranean Slow-Cooker Chicken Noodle Soup,650.06,62.31,67.58,14.5,Dinner,FALSE,FALSE,Local
Seared Fresh Sardines and Tomato Soup,649.97,15.04,41.05,47.29,Snack,FALSE,TRUE,Local
Grilled Fennel-Cumin Lamb Chops,649.96,25.66,1.11,60.32,Snack,FALSE,FALSE,Local
Roasted pepper salad with capers & pine nuts,673.23,8.51,39.76,53.35,Snack,FALSE,TRUE,Local
Garbanzo Bean Stew with Escarole,844.85,45.16,133.63,14.41,Dinner,FALSE,TRUE,Local
Zucchini Noodle "Pasta" Salad,650.02,24.08,78.53,26.62,Snack,FALSE,TRUE,Local
Spicy Lamb Burgers with Grilled Eggplant,650.05,36.03,21.79,46.53,Breakfast,FALSE,FALSE,Local
Shrimp Prepared in the Scampi Style,650.02,63.55,10.89,39.14,Lunch,FALSE,FALSE,Local
Southeast Asian Carrot Salad with Mint and Roasted Peanuts,724.65,22.49,54.43,46.33,Snack,FALSE,TRUE,Local
Dinner Tonight: Curried Pork Noodles Recipe,649.99,27.08,55.7,35.43,Breakfast,FALSE,FALSE,Local
Lamb Dumplings with Cucumber Vinegar Dipping Sauce,649.96,27.49,69.48,29.12,Snack,FALSE,FALSE,Local
Chickpeas with Spinach,650.03,50.49,53.18,26.15,Lunch,FALSE,TRUE,Local
Cook the Book: Fried Halloumi Salad,649.96,17.22,28.27,52,Snack,FALSE,TRUE,Local
Paprika Beyond Chicken - and Tofu!,399.99,11.96,82.57,2.43,Snack,FALSE,FALSE,Local
MEDITERRANEAN NOODLES,649.99,29.4,64.9,30.31,Breakfast,FALSE,TRUE,Local
Mediterranean Couscous Fritters,649.99,20.67,53.83,39.11,Breakfast,FALSE,TRUE,Local
Mediterranean Tofu Pie,650.04,31.82,81.82,21.72,Dinner,FALSE,TRUE,Local
Biriyani,649.96,34.64,60.44,29.96,Snack,FALSE,TRUE,Local
"Potato, Leek and Parmesan Cheese Dumplings",649.96,32.5,96.87,14.72,Snack,FALSE,TRUE,Local
Coconut Black Beans,650.05,22.12,64.68,33.65,Dinner,FALSE,TRUE,Local
Raita (Indian Yogurt and Cucumber Condiment),394.36,19.64,41.6,16.6,Snack,FALSE,TRUE,Local
Golden Milk Tea,650.02,6.25,22.65,59.38,Snack,FALSE,TRUE,Local
Edamame Crunch,400.01,30.08,28.23,18.53,Snack,FALSE,TRUE,Local
Tropical Salad with Sriracha,650.04,8.5,85.25,30.56,Snack,FALSE,TRUE,Local
Creamy Sweet Potato Soup,488.87,19.67,91.77,4.79,Snack,FALSE,TRUE,Local
Purple Tai Rice Cooker Sticky Rice,750.19,15.16,168.81,1.59,Dinner,FALSE,TRUE,Local
Neely's BBQ Pulled Pork Egg Rolls,650.03,15.49,45.97,44.91,Breakfast,FALSE,FALSE,Local
Orange Chicken,649.98,26.46,10.89,55.62,Breakfast,FALSE,FALSE,Local
Chicken Fried Rice,649.96,40.74,61.18,26.92,Snack,FALSE,FALSE,Local
Sesame Asparagus recipes,445.15,13.1,24.59,32.71,Snack,FALSE,TRUE,Local
Grilled Asparagus Rafts,399.98,20.86,34.36,19.9,Snack,FALSE,TRUE,Local
Pok Pok's Rhubarb Blush Recipe,400.04,4.19,94.47,0.6,Snack,FALSE,TRUE,Local
Sesame Chicken,650.04,54.57,34.14,32.8,Dinner,FALSE,FALSE,Local
Far-Out Curry Dip,650.04,0.28,1.67,71.36,Snack,FALSE,TRUE,Local
Lithuanian Summer Borscht,649.97,29.96,91.2,18.37,Snack,FALSE,TRUE,Local
Thai spinach bites,267.58,8.83,36.33,9.66,Snack,FALSE,TRUE,Local
10-Minute Egg Drop Soup,836.84,43.17,69.38,42.96,Breakfast,FALSE,TRUE,Local
Asian (Soy and Citrus) Glazed Chicken Thighs,649.98,48.82,9.23,46.42,Breakfast,FALSE,FALSE,Local
Savory Chinese Soybean Milk Soup,650,21.53,59.16,36.36,Breakfast,FALSE,TRUE,Local
Sweet-and-Sour Almond Chicken,277.1,22.41,30.71,7.18,Snack,FALSE,FALSE,Local
Mama Jean's Chicken Noodle Soup,649.95,53.03,63.49,20.43,Snack,FALSE,FALSE,Local
Cheese & Chutney Tostados,650.05,43.17,47.95,31.73,Dinner,FALSE,TRUE,Local
Butternut Squash 'Chawanmushi',482.82,31.57,47.15,18.66,Snack,FALSE,TRUE,Local
Stir-Fried Shrimp With Snow Peas And Ginger,762.42,98.51,20.68,31.74,Dinner,FALSE,FALSE,Local
Singapore Sling,405.67,1.52,99.02,0.39,Snack,FALSE,TRUE,Local
Chinese Lions Head Meatballs,650.02,36.41,40.64,37.98,Snack,FALSE,FALSE,Local
Anaheim Shrimp Scampi,650.04,35.83,29.3,43.28,Dinner,FALSE,FALSE,Local
The Singapore Sling,400,1.35,97.12,0.68,Snack,FALSE,TRUE,Local
Roti with Curried Filling,649.97,26.72,108.39,12.17,Snack,FALSE,TRUE,Local
Thai Iced Tea Ice Cream,649.93,14.38,63.84,37.45,Snack,FALSE,TRUE,Local
Campbell's Classic Green Bean Casserole,649.98,12.99,75.75,32.78,Breakfast,FALSE,TRUE,Local
Stir-Fried Beef with Tomato and Basil,650.02,36.25,24.69,45.14,Lunch,FALSE,FALSE,Local
Chicken Stir Fry,650,87.62,8.28,29.6,Breakfast,FALSE,FALSE,Local
Egg fried rice with tomatoes,650.01,22.38,73.14,29.77,Breakfast,FALSE,TRUE,Local
My Family?s Noodle Kugel,649.99,27.66,100.57,15.23,Breakfast,FALSE,TRUE,Local
Shrimp Scampi for the Feast of the Fishes,650.04,28.13,22.51,49.72,Dinner,FALSE,FALSE,Local
Pad See Ew,649.99,14.14,75.93,32.19,Breakfast,FALSE,TRUE,Local
Chinese Vegetarian Chicken,649.97,27.33,46.85,39.25,Snack,FALSE,FALSE,Local
Sweet Heat Green Beans,392.06,7.14,35.39,24.66,Snack,FALSE,TRUE,Local
Cold Japanese Soba Noodles with Green Onion,845.58,38.9,150.13,9.94,Dinner,FALSE,TRUE,Local
Vegetarian Pad See Ew,649.99,14.14,75.93,32.19,Breakfast,FALSE,TRUE,Local
Asian Chicken Meatballs,650.02,53.42,16.97,40.94,Snack,FALSE,FALSE,Local
Fried Deviled Eggs,650.02,19.99,30.42,49.82,Breakfast,FALSE,TRUE,Local
Sensational Chicken Noodle Soup,664.63,62.76,54.19,21.87,Dinner,FALSE,FALSE,Local
Shrimp Scampi,650,50.25,22.79,39.76,Breakfast,FALSE,FALSE,Local
Spicy Chili Chocolate Tofu Fries,629.03,45.52,36.7,33.35,Snack,FALSE,TRUE,Local
Mulligatawny Soup,649.95,23.58,55.23,37.19,Snack,FALSE,TRUE,Local
Crab Canap?s with Cumin,518.37,31.1,53.92,19.81,Snack,FALSE,FALSE,Local
Soba Noodle Salad With Smoked Duck,649.99,17.14,54.3,40.47,Snack,FALSE,FALSE,Local
Curry Chicken Salad Lettuce Wraps,522.43,56.33,42.53,14.11,Snack,FALSE,FALSE,Local
Lime-y Veggie Stir-Fry with Crispy Tofu,692.89,28.12,52.02,41.37,Breakfast,FALSE,TRUE,Local
Chinese Shrimp & Egg Flower Soup (???),650,42.41,65.64,24.2,Breakfast,FALSE,FALSE,Local
Soy Roast Duck With Hoisin Gravy,650.03,72.7,47.98,18.59,Lunch,FALSE,FALSE,Local
Braised Stuffed Tofu,650.03,44.24,26.04,40.99,Lunch,FALSE,TRUE,Local
My Family?s Noodle Kugel recipes,649.99,25.11,106.45,13.75,Breakfast,FALSE,TRUE,Local
Sticky Sesame Wings,650.03,54.39,12.47,42.51,Lunch,FALSE,TRUE,Local
Nutted Chicken-Rice Noodle Casserole,650.03,25.62,48.8,39.15,Lunch,FALSE,FALSE,Local
Curried Egg Salad with Mango Chutney recipes,650.05,22.76,80.33,26.41,Breakfast,FALSE,TRUE,Local
Garlic Chive Shrimp Fried Rice With Garlic Chips,701.35,26.5,95.49,23.71,Dinner,FALSE,FALSE,Local
Noodles For Sunday Brunch,374.09,15.45,31.52,20.69,Snack,FALSE,TRUE,Local
Coronation Chicken Rolls,649.96,6.54,2.32,68.28,Snack,FALSE,FALSE,Local
Pineapple Fried Rice,649.99,28.37,90.23,19.51,Breakfast,FALSE,TRUE,Local
Chicken And Avocado Salad,649.96,13.29,26.44,54.56,Snack,FALSE,FALSE,Local
Quick Punjabi Dal Fry,649.98,27.63,76.41,25.98,Breakfast,FALSE,TRUE,Local
Halibut "Lobster" Roll with Green Goddess Slaw,650.04,63.2,28.03,31.68,Dinner,FALSE,TRUE,Local
Sticky Sesame Wings recipes,650.03,54.39,12.47,42.51,Lunch,FALSE,TRUE,Local
Shrimp ?Egg Roll? Stir Fry,270.48,27.22,22.4,8,Breakfast,FALSE,FALSE,Local
Asian Ketchup ? ?Cheater Method?,744,19.45,146.57,8.88,Dinner,FALSE,TRUE,Local
Cook the Book: Cherry Tomato and Tofu Salad,751.47,56.28,20.64,49.31,Snack,FALSE,TRUE,Local
"Brussels Sprout Stir Fry With Egg, Chilli, Ginger And Garlic",650.01,14.9,124.99,10.05,Breakfast,FALSE,TRUE,Local
The Addictive Pot Stickers,650.01,43.9,65.21,23.73,Lunch,FALSE,TRUE,Local
Soba Noodle Broth with Chicken,650.02,47.43,73.81,18.34,Lunch,FALSE,FALSE,Local
Easy cucumber peanut salad--Thai style,649.97,25.61,60.36,34.01,Snack,FALSE,TRUE,Local
Garlic roasted potato and spinach (or cauliflower) curry,650.02,20.8,124.56,7.62,Lunch,FALSE,TRUE,Local
Fresh Crab Springrolls,649.96,34.94,53.48,32.92,Snack,FALSE,FALSE,Local
Blackened Catfish,650.05,34.78,7.47,53.45,Dinner,FALSE,FALSE,Local
Thai Beef Salad,649.97,50.94,38.09,32.65,Snack,FALSE,FALSE,Local
Chilli Paneer,803.08,58.34,97.07,20.16,Dinner,FALSE,TRUE,Local
Chicken Salad with Asian Vinaigrette,649.98,77.32,22.22,27.98,Snack,FALSE,FALSE,Local
Ginger Tofu Stir-Fry,593.94,28.31,39.49,35.86,Snack,FALSE,TRUE,Local
Susan Feniger's Kaya Toast,650.02,12.95,79.31,31.22,Breakfast,FALSE,TRUE,Local
Chop-Chop Beef Stir-Fry,438.32,34.66,25.15,22.12,Snack,FALSE,FALSE,Local
Chinese Braised Shrimp E-Fu Noodles (?? - Yee Mein),649.96,28,115.59,8.4,Snack,FALSE,FALSE,Local
'Dragon prawn' noodles,649.97,49.27,79.99,14.77,Snack,FALSE,FALSE,Local
Instant Pot Adobo Chicken Thighs with Bok Choy & Green Onions,649.97,62.34,21.83,34.81,Snack,FALSE,FALSE,Local
Chinois Grilled Lamb Chops,650.03,19.51,6.04,60.87,Lunch,FALSE,FALSE,Local
Indian Spiced Swiss Chard,468.27,25.08,80.76,4.99,Snack,FALSE,TRUE,Local
"Spicy, Creamy Chickpeas & Spinach (Chana Saag-ish)",650.02,23.14,65.88,32.66,Lunch,FALSE,TRUE,Local
Cold Noodle Salad With Peanut Butter Dressing,650.02,14.03,41.96,47.34,Snack,FALSE,TRUE,Local
Asian Vegetable Noodle Toss,650.03,35.04,113.27,6.31,Lunch,FALSE,TRUE,Local
Cook the Book: Barbecued Lentils,760.71,30.82,125.45,15.07,Dinner,FALSE,TRUE,Local
the most delicious chinese chicken salad,650.03,22.39,5.68,59.75,Snack,FALSE,FALSE,Local
Chicken Stir-Fry Lettuce Wraps,649.96,61.47,32.35,30.52,Snack,FALSE,FALSE,Local
Red-Braised Pork (Hong Shao Rou),650.03,14.07,11.93,60.67,Lunch,FALSE,FALSE,Local
Roast Chicken with Boiled Potatoes and Boston Lettuce Salad,650.01,50.29,66.11,20.49,Snack,FALSE,FALSE,Local
Curry Potato Salad,650.01,11.13,65.49,38.17,Snack,FALSE,TRUE,Local
"Chicken Curry with Bananas, Raisins, and Peanuts recipes",649.98,31.48,33.59,43.3,Breakfast,FALSE,FALSE,Local
Har Gow,650.03,39.27,76.73,20.67,Lunch,FALSE,TRUE,Local
Potstickers with Spicy Dipping Sauce,649.97,23.66,98.13,18.09,Snack,FALSE,TRUE,Local
Thai Turkey Salad,650.02,36.76,27.69,43.58,Snack,FALSE,TRUE,Local
Vegetarian Banh Mi,649.99,16.11,49.39,43.11,Breakfast,FALSE,TRUE,Local
Curried Squash Soup,649.99,17.87,69.32,33.47,Breakfast,FALSE,TRUE,Local
Asian Stir Fried String Beans with Pork,649.99,29.43,28.06,46.67,Breakfast,FALSE,FALSE,Local
Shrimpylicious Egg Rolls,650.03,17.34,72.38,32.35,Breakfast,FALSE,FALSE,Local
Cockerel in Riesling Mushroom Sauce with Ribbon Noodles,649.99,21.57,16.57,55.27,Snack,FALSE,TRUE,Local
"Marinated zucchini noodles with tomato basil sauce, dried baby tomatoes + garlic portobello meatless balls",577.67,13.92,85.7,19.91,Snack,FALSE,FALSE,Local
Dumplings: those little Humpty-Dumptys,650.05,23.24,95.69,19.37,Dinner,FALSE,TRUE,Local
asian ginger & soy coleslaw salad,650.01,9.21,45.99,47.69,Snack,FALSE,TRUE,Local
Pumpkin Chutney,650.04,5.41,131.45,11.4,Dinner,FALSE,TRUE,Local
